20;;830,380;Kr II;MSP69
800;;832,620;Se II;G62
250;P;832,759;O  II;MKM93
400;P;833,330;O  II;MKM93
150;;834,392;Ar I;M73
500;P;834,466;O  II;MKM93
100;;835,002;Ar I;M73
700;P;839,297;Cl II;RK74
900;P;839,599;Cl II;RK74
800;P;841,414;Cl II;RK74
100;;842,805;Ar I;M73
30;P;844,060;Kr II;MSP69
600;P;851,691;Cl II;RK74
20;;864,820;Kr II;MSP69
180;P;866,800;Ar I;M73
20;;868,870;Kr II;MSP69
150;P;869,754;Ar I;M73
180;P;876,058;Ar I;M73
100;;879,840;I  II;MC60
180;P;879,947;Ar I;M73
200;;880,800;Xe II;B36
500;;882,543;B  II;O70
500;;882,681;B  II;O70
70;;884,140;Kr II;MSP69
120;;885,540;Xe II;B36
300;P;886,300;Kr II;MSP69
400;;886,943;Cu II;R69
1000;P;889,250;Br II;MT84
400;;890,567;Cu II;R69
130;;891,010;Kr II;MSP69
70;;892,001;Si II;RA65
20;;893,085;Hg II;SR01
500;;893,678;Cu II;R69
150;P;894,310;Ar I;M73
500;;896,650;Br II;MT84
400;;896,759;Cu II;R69
400;;901,073;Cu II;R69
400;P;901,270;Cs II;RE75
150;;903,624;C  II;KE74
300;;903,962;C  II;KE74
750;P;904,142;C  II;KE74
150;;904,480;C  II;KE74
500;;906,010;Br II;MT84
400;;906,885;S  II;KM93
300;;910,484;S  II;KM93
70;;911,390;Kr II;MSP69
800;;912,690;Se II;G62
250;;912,735;S  II;KM93
500;;914,213;Cu II;R69
50;P;915,613;N  II;E83
12;;915,819;Hg II;SR01
50;P;915,963;N  II;E83
60;P,d;916,019;N  II;E83
200;P,d;916,708;N  II;E83
700;P;917,430;Kr II;MSP69
300;P;919,781;Ar II;M71
400;;922,019;Cu II;R69
200;;925,870;Xe II;B36
15;;926,226;H  I;MK00a
400;P;926,660;Cs II;RE75
20;;930,748;H  I;MK00a
300;P;932,054;Ar II;M71
400;;932,939;Cu II;R69
400;;935,058;Cu II;R69
400;;935,086;Cu II;R69
80;;935,400;Xe II;B36
400;;935,898;Cu II;R69
250;;937,421;S  II;KM93
300;;937,684;S  II;KM93
30;;937,803;H  I;MK00a
20;;942,630;Hg II;SR01
400;;943,335;Cu II;R69
10;;944,730;Li II;SO82
100;;945,441;Kr I;K93
400;;945,525;Cu II;R69
80;;946,544;Kr I;K93
50;P;949,743;H  I;MK00a
30;;951,056;Kr I;K93
500;P;951,870;F  I;L49
80;;953,404;Kr I;K93
1000;P;954,826;F  I;L49
800;P;955,546;F  I;L49
500;P;958,525;F  I;L49
5;c;958,700;He II;GM65
25;;962,711;Hg II;SR01
80;;963,375;Kr I;K93
700;P;964,970;Kr II;MSP69
25;;969,142;Hg II;SR01
6;c;972,110;He II;GM65
100;P;972,537;H  I;MK00a
250;P;972,770;Xe II;B36
400;;973,895;F  I;L49
100;;976,217;F  I;L49
250;;976,680;Xe II;B36
100;;977,743;F  I;L49
500;;984,990;Br II;MT84
50;;988,773;O  I;M75b
8;c;992,360;He II;GM65
70;;992,684;Si II;RA65
60;;993,883;Ne II;P71
150;;1001,061;Kr I;K93
150;;1003,550;Kr I;K93
500;;1012,130;Br II;MT84
800;P;1013,400;Se II;G62
800;;1013,990;Se II;G62
250;;1014,449;S  II;KM93
1000;P;1015,530;Br II;MT84
10;;1017,880;Li II;SO82
200;;1018,580;I  II;MC60
15;c;1025,270;He II;GM65
300;P;1025,722;H  I;MK00a
80;;1025,762;O  I;M75b
14;P;1025,968;Mg II;KM91a
12;P;1026,113;Mg II;KM91a
150;;1030,023;Kr I;K93
150;;1032,440;Xe II;B36
1000;P;1033,560;Se II;G62
500;P;1034,660;I  II;MC60
250;P;1036,337;C  II;KE74
400;;1036,470;Cu II;R69
500;;1036,980;Br II;MT84
500;P;1037,018;C  II;KE74
250;;1037,680;Xe II;B36
50;;1039,230;O  I;M75b
400;;1039,348;Cu II;R69
400;;1039,582;Cu II;R69
20;;1039,632;Hg II;SR01
400;P;1041,310;Xe II;B36
500;;1044,519;Cu II;R69
500;;1044,744;Cu II;R69
1000;P;1048,220;Ar I;VHU99
300;P;1048,270;Xe II;B36
1000;P;1048,940;Br II;MT84
1000;P;1049,650;Se II;G62
400;P;1051,920;Xe II;B36
400;;1054,690;Cu II;R69
400;;1056,955;Cu II;R69
800;;1057,410;Se II;G62
400;;1059,096;Cu II;R69
40;;1059,510;Te II;HM64
200;;1060,619;Pb II;WRSH74
400;;1060,634;Cu II;R69
20;;1062,780;Hg II;SR01
400;;1063,005;Cu II;R69
700;P;1063,831;Cl II;RK74
400;;1064,710;Br II;MT84
100;;1066,340;I  II;MC60
500;P;1066,660;Ar I;M73
300;P;1067,945;Cl II;RK74
70;;1068,649;Ne II;P71
1000;P;1071,036;Cl II;RK74
700;P;1071,767;Cl II;RK74
500;;1071,840;Br II;MT84
700;P;1074,480;Xe II;B36
150;;1075,210;I  II;MC60
600;P;1075,230;Cl II;RK74
40;P;1077,660;Te II;HM64
600;P;1079,080;Cl II;RK74
500;;1081,875;B  II;O70
500;;1082,073;B  II;O70
200;;1083,860;Xe II;B36
25;P;1083,994;N  II;E83
60;P,d;1084,580;N  II;E83
30;c;1084,940;He II;GM65
300;;1085,510;Ge II;S63a
15;P;1085,550;N  II;E83
100;P;1085,710;N  II;E83
400;P;1100,430;Xe II;B36
250;;1105,000;I  II;MC60
500;P;1106,740;Ge II;S63a
1000;P;1106,993;Ag II;KLLT02
120;;1111,160;I  II;MC60
600;P;1112,401;Ag II;KLLT02
200;;1113,708;Ga II;IL85
200;;1119,133;Ga II;IL85
500;P;1120,460;Ge II;S63a
200;;1121,325;Pb II;WRSH74
200;;1125,250;I  II;MC60
300;;1130,760;Ga II;IL85
100;;1131,500;I  II;MC60
90;;1131,722;Ne II;P71
100;;1131,849;Ne II;P71
30;;1131,880;Li II;SO82
90;;1134,165;N  I;M75a
90;;1134,415;N  I;M75a
500;P;1139,800;I  II;MC60
800;;1141,970;Se II;G62
200;;1143,039;Be II;J61a
200;;1158,470;Xe II;B36
500;P;1160,560;I  II;MC60
600;P;1162,170;Pd II;LLTL01
500;r;1162,550;Tl II;ES36
30;;1164,418;Pt II;SRSA92
300;P;1164,867;Kr I;K93
1000;P;1166,480;I  II;MC60
10;;1166,630;Li II;SO82
30;;1166,864;Pt II;SRSA92
80;;1169,630;Xe II;B36
90;;1169,748;Pt II;SRSA92
50;P;1174,340;Te II;HM64
60;P;1175,790;Te II;HM64
250;;1175,840;I  II;MC60
500;P;1178,650;I  II;MC60
80;;1178,961;Pt II;SRSA92
150;;1179,293;Cl I;RK69
500;;1181,190;Ge II;S63a
500;;1181,650;Ge II;S63a
30;;1182,355;Pt II;SRSA92
250;P;1183,050;Xe II;B36
700;P;1183,400;Pd II;LLTL01
60;;1186,220;Pt II;SRSA92
800;P;1187,340;I  II;MC60
200;P;1188,730;Ge II;S63a
300;P;1190,416;Si II;KE74
500;P;1190,850;I  II;MC60
300;;1191,260;Ge II;S63a
25;P;1192,038;Xe I;BVHU01
1000;P;1192,240;Se II;G62
300;*;1193,009;C  I;J66
300;*;1193,031;C  I;J66
400;;1193,240;C  I;KE74
100;;1193,264;C  I;KE74
700;P;1193,290;Si II;KE74
60;;1193,448;Pt II;SRSA92
800;P;1194,500;Si II;KE74
700;P;1195,809;Ag II;KLLT02
1000;P;1196,405;Pd II;LLTL01
400;;1197,188;Be II;J61a
50;;1198,092;Li II;HM59
70;;1198,775;Pt II;SRSA92
250;;1198,880;I  II;MC60
1000;P;1199,550;N  I;M75a
400;;1200,220;I  II;MC60
700;P;1200,223;N  I;M75a
300;P;1200,710;N  I;M75a
800;P;1203,965;Pd II;LLTL01
40;;1208,540;Te II;HM64
800;;1211,170;As II;LA71
600;;1214,524;Pd II;LLTL01
35;;1215,090;He II;GM65
50;c;1215,170;He II;GM65
1000;P;1215,668;H  I;MK00a
500;P;1215,674;H  I;MK00a
800;;1218,100;As II;LA71
700;P;1218,622;Pd II;LLTL01
110;;1219,493;Pt II;SRSA92
90;;1220,165;Cr II;SKRR03
1000;P;1220,890;I  II;MC60
40;;1220,980;Te II;HM64
600;;1223,721;Sn II;B64
600;P;1224,592;Au II;RW97
600;;1225,268;Pd II;LLTL01
70;;1228,746;Si II;S61b
40;;1229,013;Pt II;SRSA92
100;;1229,388;Si II;S61b
90;;1229,837;Ne II;P71
600;;1229,901;Au II;RW97
500;;1230,160;B  II;O70
100;;1232,430;Br I;T63
40;;1232,874;Pt II;SRSA92
1000;P;1234,060;I  II;MC60
600;;1235,196;Pd II;LLTL01
1000;P;1235,838;Kr I;K93
500;P;1237,059;Ge II;KE74
700;P;1237,068;Pd II;LLTL01
20;;1237,290;Li II;SO82
90;;1238,850;Pt II;SRSA92
25;P;1239,925;Mg II;KM91a
20;P;1240,395;Mg II;KM91a
400;P;1241,045;Bi II;WBBF01
800;;1241,310;As II;LA71
500;;1242,926;Sn II;B64
1000;P;1243,080;As II;LA71
250;P;1243,179;N  I;M75a
200;P;1244,760;Xe II;B36
900;;1245,670;As II;LA71
150;;1247,554;Cr II;SKRR03
100;;1248,426;Si II;S61b
200;;1248,607;Pt II;SRSA92
25;P;1250,209;Xe I;BVHU01
70;;1250,433;Si II;S61b
400;P;1250,578;S  II;KM93
130;;1251,164;Si II;S61b
10;;1253,320;Li II;SO82
40;;1253,620;Te II;HM64
900;P;1253,805;S  II;KM93
800;;1258,580;As II;LA71
40;;1259,510;I  I;KC59
1000;P;1259,518;S  II;KM93
500;P;1260,422;Si II;KE74
200;;1261,552;C  I;KE74
500;P;1261,905;Ge II;KE74
1000;P;1263,770;As II;LA71
40;;1264,568;Pt II;SRSA92
1000;P;1264,738;Si II;KE74
800;;1266,340;As II;LA71
800;;1267,590;As II;LA71
40;;1270,520;Te II;HM64
40;;1271,794;Pt II;SRSA92
800;P;1274,938;Sb II;AJK89
400;P;1277,245;C  I;KE74
800;P;1277,282;C  I;KE74
200;P;1277,513;C  I;KE74
1000;P;1277,550;C  I;KE74
800;P;1280,333;C  I;KE74
700;;1280,990;As II;LA71
30;;1283,698;Pt II;SRSA92
300;P;1283,715;Bi II;WBBF01
700;;1287,540;As II;LA71
40;;1289,400;I  I;KC59
70;;1289,952;Pt II;SRSA92
30;;1290,013;Pt II;SRSA92
30;;1290,013;Pt II;SRSA92
1000;;1290,880;Sn II;B64
30;;1292,800;Pt II;SRSA92
100;P;1295,588;Xe I;BVHU01
130;;1300,340;I  I;KC59
1000;P;1302,168;O  I;M75b
50;;1302,458;Pt II;SRSA92
40;;1302,980;I  I;KC59
40;;1303,119;Pt II;SRSA92
700;P;1304,858;O  I;M75b
700;;1305,700;As II;LA71
300;P;1306,029;O  I;M75b
500;r;1307,500;Tl II;ES36
100;;1309,277;Si II;KE74
200;P;1310,700;P  II;SMZ83
40;;1313,950;I  I;KC59
1000;;1316,576;Sn II;B64
40;;1317,540;I  I;KC59
800;P;1320,023;Pd II;LLTL01
800;P,r;1321,644;Tl II;JKBL96
50;P;1324,920;Te II;HM64
800;P;1327,378;Sb II;AJK89
40;;1327,431;Pt II;SRSA92
9;h;1328,374;Au I;BG78
200;;1329,578;C  I;KE74
100;;1329,601;C  I;KE74
800;;1333,150;As II;LA71
80;P;1334,532;C  II;KE74
150;P;1335,708;C  II;KE74
300;P;1335,726;Cl I;RK69
1000;P;1336,520;I  II;MC60
1000;P;1341,550;As II;LA71
1000;P;1347,240;Cl I;RK69
40;;1348,830;Pt II;SRSA92
70;;1350,057;Si II;S61b
500;P;1351,657;Cl I;RK69
30;;1352,977;Pt II;SRSA92
800;;1354,955;Sb II;AJK89
70;;1355,100;I  I;KC59
400;;1355,616;Au II;RW97
800;;1355,930;As II;LA71
40;;1357,970;I  I;KC59
600;;1358,009;Sb II;AJK89
200;P;1358,773;Cu II;R69
70;;1360,970;I  I;KC59
40;;1361,110;I  I;KC59
400;P;1362,326;Au II;RW97
1000;P;1362,463;B  II;LZJK98
40;;1363,240;Te II;HM64
30;;1363,306;Pt II;SRSA92
500;P;1363,447;Cl I;RK69
700;P;1363,689;Pd II;LLTL01
30;;1364,117;Pt II;SRSA92
600;;1365,543;Pd II;LLTL01
15;;1367,257;Mg II;KM91a
800;P;1367,704;Pd II;LLTL01
15;;1367,708;Mg II;KM91a
150;P;1367,951;Cu II;R69
20;;1369,423;Mg II;KM91a
1000;P;1369,770;As II;LA71
120;;1373,116;Cl I;RK69
30;;1373,172;Pt II;SRSA92
800;;1373,650;As II;LA71
50;;1374,690;Na II;W71
50;;1374,800;Te II;HM64
900;P;1374,848;Pd II;LLTL01
1000;P;1375,070;As II;LA71
800;;1375,780;As II;LA71
120;;1378,957;Pt II;SRSA92
500;P;1379,528;Cl I;RK69
100;;1382,046;Pt II;SRSA92
50;;1383,230;I  I;KC59
150;;1384,600;Br I;T63
800;P;1384,656;Sb II;AJK89
1000;P;1387,565;Sb II;AJK89
200;;1388,435;S  I;KM93
500;P;1389,693;Cl I;RK69
500;P;1389,957;Cl I;RK69
40;;1390,750;I  I;KC59
120;;1392,588;S  I;KM93
800;;1394,640;As II;LA71
250;;1396,112;S  I;KM93
500;P;1396,527;Cl I;RK69
800;;1400,310;As II;LA71
1000;P;1400,440;Sn II;B64
150;;1401,514;S  I;KM93
200;;1403,901;Pt II;SRSA92
50;;1404,680;Na II;W71
600;;1407,784;Sb II;AJK89
9;;1408,451;Au I;BG78
90;;1411,940;N  I;M75a
1000;P;1414,401;Ga II;IL85
90;;1418,378;Ne II;P71
60;;1420,900;Li II;DM01
1000;P;1425,030;S  I;KM93
110;;1425,490;I  I;KC59
1000;P;1426,208;Cr II;SKRR03
90;;1428,582;Ne II;P71
80;;1429,525;Pt II;SRSA92
800;P;1431,323;Cr II;SKRR03
600;P;1431,865;Cr II;SKRR03
600;P;1432,056;Cr II;SKRR03
500;P;1433,004;Cr II;SKRR03
600;P;1433,280;S  I;KM93
200;P;1433,310;S  I;KM93
1000;P;1433,906;Pb II;KT96
600;P;1434,808;Cr II;SKRR03
400;P;1435,207;Cr II;SKRR03
350;P;1435,582;Cr II;SKRR03
90;;1436,081;Ne II;P71
800;P;1436,447;Sb II;AJK89
400;P;1436,810;Bi II;WBBF01
250;;1436,968;S  I;KM93
70;;1446,260;I  I;KC59
40;;1447,803;Pt II;SRSA92
300;;1448,428;Cr II;SKRR03
;P;1451,560;Rn I;R30
70;;1453,180;I  I;KC59
30;;1454,287;Pt II;SRSA92
30;;1454,287;Pt II;SRSA92
500;;1455,091;Bi II;WBBF01
70;;1457,390;I  I;KC59
70;;1457,470;I  I;KC59
130;P;1457,980;I  I;KC59
50;;1459,150;I  I;KC59
40;;1461,079;Pt II;SRSA92
40;;1462,659;Pt II;SRSA92
60;P;1469,612;Xe I;BVHU01
1000;P;1473,995;S  I;KM93
1000;P;1474,997;Sn II;B64
60;;1475,631;Pt II;SRSA92
20;;1476,000;Mg II;KM91a
25;;1478,004;Mg II;KM91a
20;;1480,880;Mg II;KM91a
9;;1481,764;Au I;BG78
150;;1482,826;Pt II;SRSA92
30;;1482,890;Mg II;KM91a
700;;1483,039;S  I;KM93
500;;1486,547;Au II;RW97
400;;1486,954;Bi II;WBBF01
700;P;1488,450;Br I;T63
500;;1488,637;Cu II;R69
25;;1491,974;Pt II;SRSA92
250;P;1492,625;N  I;M75a
120;;1492,820;N  I;M75a
70;;1492,890;I  I;KC59
15;;1492,931;Li II;HM59
30;;1492,973;Li II;HM59
6;;1493,036;Li II;HM59
150;;1494,675;N  I;M75a
200;;1494,726;Pt II;SRSA92
100;;1498,113;Pt II;SRSA92
800;;1498,549;Sb II;AJK89
200;;1499,371;Pt II;SRSA92
140;;1505,246;Pt II;SRSA92
110;;1506,292;Pt II;SRSA92
40;;1506,410;Na II;W71
70;;1507,040;I  I;KC59
30;;1507,629;Pt II;SRSA92
600;;1509,292;Pt II;SRSA92
600;P;1512,269;Be II;J61a
1000;P;1512,298;Pb II;KT96
800;P,c;1512,412;Be II;J61a
800;;1513,255;Sb II;AJK89
200;;1514,260;Cd II;SP49
70;;1514,680;I  I;KC59
9;r;1515,630;Ag I;S40
200;P;1518,050;I  I;KC59
400;;1519,837;Cu II;R69
400;;1520,549;Bi II;WBBF01
30;;1520,741;Pt II;SRSA92
800;;1524,367;Sb II;AJK89
150;;1524,572;Pt II;SRSA92
900;;1524,730;Pt II;SRSA92
900;;1524,730;Pt II;SRSA92
150;;1526,707;Si II;GK00
80;;1528,283;Pt II;SRSA92
60;;1530,197;Pt II;SRSA92
400;;1531,740;Br I;T63
80;P;1532,530;P  II;SMZ83
400;;1533,139;Bi II;WBBF01
300;P;1533,432;Si II;KE74
100;;1534,906;Pt II;SRSA92
800;P;1535,309;Ga II;IL85
130;P;1535,917;P  II;SMZ83
80;P;1536,410;P  II;SMZ83
300;;1536,745;Bi II;WBBF01
400;;1538,037;Bi II;WBBF01
800;P;1539,830;Al II;KM91b
50;;1540,504;Pt II;SRSA92
300;P;1540,650;Br I;T63
500;;1541,703;Cu II;R69
60;l;1541,834;Pt II;SRSA92
130;P;1542,297;P  II;SMZ83
30;;1542,710;Pt II;SRSA92
40;;1546,825;Pt II;SRSA92
110;;1552,327;Pt II;SRSA92
200;;1554,929;Pt II;SRSA92
30;;1558,348;Pt II;SRSA92
40;;1559,389;Pt II;SRSA92
200;;1560,309;C  I;KE74
500;P;1560,682;C  I;KE74
200;P;1560,709;C  I;KE74
600;P;1561,438;C  I;KE74
40;;1561,545;Pt II;SRSA92
40;;1561,545;Pt II;SRSA92
500;r;1561,580;Tl II;ES36
800;;1565,501;Sb II;AJK89
30;;1568,902;Pt II;SRSA92
200;;1571,580;Cd II;SP49
30;;1573,180;Pt II;SRSA92
400;;1573,690;Bi II;WBBF01
40;;1573,818;Pt II;SRSA92
200;;1574,306;Pt II;SRSA92
400;P;1574,840;Br I;T63
900;P;1576,099;Sb II;AJK89
250;;1576,390;Br I;T63
500;P;1576,855;Ge II;KE74
80;;1579,436;Pt II;SRSA92
800;;1581,353;Sb II;AJK89
90;;1581,398;Pt II;SRSA92
300;;1582,310;Br I;T63
20;P;1586,340;In II;SM02
20;;1587,158;Au I;BG78
40;;1587,721;Pt II;SRSA92
40;;1589,374;Pt II;SRSA92
600;P;1591,760;Bi II;WBBF01
400;;1593,556;Cu II;R69
70;;1593,580;I  I;KC59
40;;1594,034;Pt II;SRSA92
40;;1594,261;Pt II;SRSA92
70;;1594,566;Si I;RAKL67
70;;1594,949;Si I;RAKL67
9;;1604,010;Pt I;SRSA92
11;;1604,120;Rb II;R75
1000;P;1604,450;Rh II;S58
1000;P;1606,952;Sb II;AJK89
50;;1608,410;Te II;HM64
400;;1609,690;Bi II;WBBF01
400;;1611,358;Bi II;WBBF01
50;;1613,150;Te II;HM64
70;;1617,600;I  I;KC59
400;;1621,426;Cu II;R69
80;l;1621,659;Pt II;SRSA92
90;;1622,881;Si I;RAKL67
700;P;1623,597;B  II;LZJK98
500;P;1623,790;B  II;LZJK98
1000;P;1624,023;B  II;LZJK98
300;;1624,175;B  II;LZJK98
9;;1624,335;Au I;BG78
700;P;1624,376;B  II;LZJK98
400;P;1624,470;Rh II;S58
1000;P;1628,940;Rh II;S58
100;;1629,441;Si I;KRA66
100;;1629,948;Si I;RAKL67
80;;1631,090;Pt II;SRSA92
1000;P;1633,400;Br I;T63
120;;1634,234;Pt II;SRSA92
400;P;1634,720;Rh II;S58
25;;1636,165;Pt I;SRSA92
400;P;1637,880;Rh II;S58
120;P;1640,332;He II;MK00b
50;P;1640,345;He II;MK00b
7;P;1640,375;He II;MK00b
25;P;1640,391;He II;MK00b
180;P;1640,474;He II;MK00b
25;P;1640,490;He II;MK00b
15;P;1640,533;He II;MK00b
8;;1644,463;Pt I;SRSA92
300;;1644,496;Ag II;KLLT02
14;P;1646,674;Au I;BG78
250;;1649,858;Ca II;ER56
1000;P;1649,937;Hg II;SR01
5;;1651,520;Ag I;S40
140;;1651,991;Ca II;ER56
15;;1653,077;Li II;HM59
30;;1653,132;Li II;HM59
6;;1653,213;Li II;HM59
500;P;1656,267;C  I;KE74
400;P;1656,928;C  I;KE74
1000;P;1657,008;C  I;KE74
400;P;1657,379;C  I;KE74
400;P;1657,907;C  I;KE74
500;P;1658,121;C  I;KE74
50;;1659,486;Pt II;SRSA92
100;P;1661,478;Be I;KM97
400;;1665,351;Ag II;KLLT02
9;;1665,755;Au I;BG78
900;P;1666,688;S  I;KM93
300;;1666,850;B  I;BTG74
500;;1667,272;B  I;BTG74
200;;1669,231;Pt II;SRSA92
170;;1669,876;Cr II;SKRR03
1000;P;1670,789;Al II;GK00
500;;1671,553;Pb II;KT96
150;;1672,738;Cr II;SKRR03
800;P;1674,591;P  I;S80
200;;1675,205;Si I;RAKL67
200;;1676,152;Cr II;SKRR03
20;;1677,844;Pt I;SRSA92
1000;P;1679,695;P  I;S80
40;;1681,661;Li II;HM59
120;;1681,684;Ne II;P71
500;;1682,127;Pb II;KT96
300;;1682,835;Ag II;KLLT02
2;;1683,412;Mg I;KM91a
50;;1684,587;Pt II;SRSA92
50;;1684,587;Pt II;SRSA92
800;P;1687,530;S  I;KM93
200;;1688,355;Ne II;P71
7;;1690,783;Pt I;SRSA92
200;;1696,207;Si I;RAKL67
250;;1697,941;Si I;RAKL67
30;;1698,496;Pt II;SRSA92
20;P;1699,339;Au I;BG78
200;P;1702,070;I  I;KC59
2;;1707,061;Mg I;KM91a
80;;1707,071;Pt II;SRSA92
14;P,w;1711,100;In I;G54
40;;1713,836;Pt II;SRSA92
7;;1714,480;Pt I;SRSA92
80;r;1716,784;Ge I;KE74
800;P;1719,440;Al II;KM91b
500;;1721,244;Al II;KM91b
900;P;1721,271;Al II;KM91b
150;;1723,131;Pt II;SRSA92
300;;1723,612;Ag II;KLLT02
500;;1724,952;Al II;KM91b
900;P;1724,984;Al II;KM91b
600;P;1726,802;Pb II;KT96
50;;1727,680;Pt II;SRSA92
40;;1734,852;Mg II;KM91a
90;;1735,864;Pt II;SRSA92
14;;1737,173;Pt I;SRSA92
50;;1737,628;Mg II;KM91a
600;;1740,475;Au II;RW97
150;P;1741,547;Ni II;S70
200;P;1742,729;N  I;M75a
10;;1744,431;Pt I;SRSA92
150;;1745,252;N  I;M75a
3;;1747,794;Mg I;KM91a
80;;1750,043;Ge I;KE74
40;;1750,663;Mg II;KM91a
500;P;1751,827;C  I;KE74
